id,name,now_cost,position,team,ict_index_rank,influence_rank,influence_rank_type,starts_per_90,expected_assists,ep_this,status,threat_rank,clean_sheets,transfers_out,threat,dreamteam_count,chance_of_playing_this_round,form,cost_change_start_fall,form_rank_type,direct_freekicks_order,form_rank,expected_goals_per_90,clean_sheets_per_90,points_per_game_rank,starts,own_goals,ict_index_rank_type,penalties_missed,now_cost_rank_type,value_form,expected_goal_involvements_per_90,now_cost_rank,goals_conceded_per_90,expected_assists_per_90,web_name,news_added,selected_rank,selected_by_percent,assists,expected_goals,expected_goals_conceded,bonus,cost_change_start,saves,chance_of_playing_next_round,event_points,minutes,yellow_cards,threat_rank_type,corners_and_indirect_freekicks_order,ep_next,in_dreamteam,selected_rank_type,expected_goal_involvements,penalties_saved,influence,points_per_game,saves_per_90,creativity,creativity_rank,red_cards,ict_index,transfers_in,expected_goals_conceded_per_90,value_season,creativity_rank_type,total_points,goals_scored,bps,goals_conceded,news,points_per_game_rank_type,penalties_order
53,Robin Olsen,39,GKP,Aston Villa,413,324,30,0.89,0.00,1.0,a,503,0,68609,0.0,1,100.0,0.5,1,22,,269,0.0,0.0,90,4,0,30,0,76,0.1,0.0,816,2.89,0.0,Olsen,2023-12-29T16:00:09.710707Z,227,0.6,0,0.00,10.03,3,-1,21,100.0,1,405,0,15,,3.5,False,33,0.00,1,194.6,3.4,4.67,0.0,546,0,19.5,42949,2.23,4.4,32,17,0,107,13,,13,
54,Jaden Philogene-Bidace,45,MID,Aston Villa,536,545,246,0.0,0.00,0.0,u,478,0,14789,2.0,0,0.0,0.0,0,236,,656,0.0,0.0,493,0,0,239,0,253,0.0,0.0,430,30.0,0.0,Philogene,2023-09-02T08:48:12.680336Z,523,0.0,0,0.00,0.65,0,0,0,0.0,0,3,0,232,,0.0,False,175,0.00,0,0.4,1.0,0.0,0.3,520,0,0.3,3755,19.5,0.2,247,1,0,3,1,Transferred to Hull City,222,
55,Jacob Ramsey,59,MID,Aston Villa,303,378,157,0.85,1.38,0.0,i,193,0,31280,182.0,0,0.0,0.0,1,364,,843,0.22,0.0,359,8,0,142,0,43,0.0,0.37,69,1.27,0.15,J.Ramsey,2024-03-02T21:30:08.666181Z,423,0.1,1,2.09,12.85,0,-1,0,0.0,0,848,2,111,,0.0,False,129,3.47,0,124.0,1.8,0.0,159.3,239,0,46.7,23304,1.36,4.9,142,29,1,101,12,Toe Injury - Expected back 01 Jun,157,
56,Morgan Sanson,45,MID,Aston Villa,731,727,279,0.0,0.00,0.0,u,701,0,637,0.0,0,0.0,0.0,0,211,,609,0.0,0.0,737,0,0,280,0,223,0.0,0.0,356,0.0,0.0,Sanson,2023-07-26T11:26:30.137805Z,796,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,269,,0.0,False,322,0.00,0,0.0,0.0,0.0,0.0,720,0,0.0,0,0.0,0.0,279,0,0,0,0,Joined OGC Nice on a season-long loan,286,
57,Viljami Sinisalo,40,GKP,Aston Villa,617,611,74,0.0,0.00,0.0,u,560,0,406,0.0,0,0.0,0.0,0,65,,435,0.0,0.0,626,0,0,74,0,47,0.0,0.0,720,0.0,0.0,Sinisalo,2023-07-20T08:38:58.947431Z,809,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,45,,0.0,False,93,0.00,0,0.0,0.0,0.0,0.0,600,0,0.0,0,0.0,0.0,61,0,0,0,0,Joined Exeter City on a season-long loan,74,
58,Youri Tielemans,56,MID,Aston Villa,197,207,87,0.95,1.98,0.0,i,238,4,109921,136.0,0,0.0,4.0,4,37,,70,0.07,0.22,247,17,0,101,0,54,0.7,0.18,91,1.51,0.11,Tielemans,2024-05-17T15:00:08.322223Z,258,0.4,6,1.24,31.07,2,-4,0,0.0,0,1613,3,129,,0.0,False,79,3.22,0,369.2,2.4,0.0,325.4,128,0,83.3,34894,1.73,13.8,89,77,2,318,27,Knock - Expected back 01 Jun,105,
59,Bertrand Traoré,50,MID,Aston Villa,542,525,236,0.0,0.00,0.0,u,833,0,3572,0.0,0,0.0,0.0,0,332,,795,0.0,0.0,525,0,0,243,0,105,0.0,0.0,175,0.0,0.0,Bertrand Traoré,2024-02-04T18:42:06.380445Z,675,0.0,0,0.00,0.77,0,0,0,0.0,0,10,0,358,,0.0,False,258,0.00,0,3.0,1.0,0.0,0.0,838,0,0.3,1492,6.93,0.4,359,2,0,6,0,Contract terminated,244,
60,Ollie Watkins,89,FWD,Aston Villa,10,11,2,1.03,4.02,4.0,a,3,7,7756497,1420.0,7,100.0,3.5,-9,14,,92,0.47,0.2,7,37,0,2,0,3,0.4,0.58,6,1.56,0.11,Watkins,2024-03-30T20:30:08.560215Z,7,35.9,18,16.74,55.05,29,9,0,100.0,2,3222,4,2,,5.0,True,3,20.76,0,1024.6,6.2,0.0,588.5,56,0,302.8,8842662,1.54,25.6,2,228,19,752,56,,2,2.0
61,Wesley Moraes Ferreira da Silva,50,FWD,Aston Villa,845,845,106,0.0,0.00,0.0,u,839,0,797,0.0,0,0.0,0.0,0,98,,803,0.0,0.0,845,0,0,106,0,46,0.0,0.0,196,0.0,0.0,Wesley,2023-07-31T07:08:09.572672Z,782,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,106,,0.0,False,111,0.00,0,0.0,0.0,0.0,0.0,842,0,0.0,0,0.0,0.0,106,0,0,0,0,Permanent transfer to Stoke,106,
584,Pau Torres,46,DEF,Aston Villa,219,153,51,0.99,0.71,1.0,a,239,6,1031053,135.0,1,100.0,0.5,-1,106,,309,0.04,0.22,171,27,0,61,0,41,0.1,0.07,338,1.35,0.03,Pau,2024-02-24T23:30:09.599382Z,113,2.8,0,0.96,40.00,4,1,0,100.0,0,2462,1,64,,2.0,False,42,1.67,0,479.4,2.9,0.0,150.6,246,0,76.6,1051617,1.46,18.5,71,85,2,461,37,,44,
599,Moussa Diaby,63,MID,Aston Villa,47,133,57,1.04,4.24,4.0,a,41,8,2633445,675.0,3,100.0,3.5,2,43,,88,0.31,0.33,71,25,0,32,0,31,0.6,0.49,55,1.66,0.18,Diaby,2023-09-30T23:00:09.545623Z,61,5.8,11,7.40,35.75,10,-2,0,100.0,2,2168,1,23,,5.0,False,20,11.64,0,515.4,3.7,0.0,617.8,49,0,180.6,2494271,1.48,22.5,43,142,6,429,40,,39,
618,Omari Kellyman,45,MID,Aston Villa,530,528,238,0.0,0.00,1.0,a,482,0,8835,2.0,0,,0.5,0,137,,304,0.1,0.0,506,0,0,238,0,299,0.1,0.1,490,2.57,0.0,Kellyman,,522,0.0,0,0.04,1.03,0,0,0,,1,35,0,235,,0.5,False,174,0.04,0,2.6,1.0,0.0,0.5,511,0,0.5,7954,2.65,0.4,243,2,0,6,1,,231,
670,Filip Marschall,40,GKP,Aston Villa,632,626,80,0.0,0.00,0.0,u,575,0,3048,0.0,0,0.0,0.0,0,71,,451,0.0,0.0,641,0,0,80,0,53,0.0,0.0,740,0.0,0.0,Marschall,2024-01-22T11:44:07.815159Z,620,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,51,,0.0,False,79,0.00,0,0.0,0.0,0.0,0.0,615,0,0.0,3154,0.0,0.0,67,0,0,0,0,Joined Milton Keynes Dons on a season-long loan,80,
672,Nicolò Zaniolo,54,MID,Aston Villa,252,360,153,0.98,0.70,0.0,i,110,2,14124,357.0,0,0.0,0.5,1,158,,334,0.29,0.22,422,9,0,122,0,71,0.1,0.37,119,1.42,0.08,Zaniolo,2024-05-05T21:30:10.666059Z,525,0.0,0,2.67,14.17,0,-1,0,0.0,0,824,7,70,,0.0,False,176,3.37,0,146.8,1.4,0.0,120.1,277,0,61.9,14528,1.55,6.3,159,34,2,36,13,Foot injury - Expected back 01 Jul,188,
686,Oliwier Zych,40,GKP,Aston Villa,658,652,89,0.0,0.00,0.0,u,602,0,6274,0.0,0,0.0,0.0,0,80,,481,0.0,0.0,666,0,0,89,0,62,0.0,0.0,772,0.0,0.0,Zych,2023-09-11T14:12:20.141802Z,539,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,60,,0.0,False,72,0.00,0,0.0,0.0,0.0,0.0,641,0,0.0,6697,0.0,0.0,76,0,0,0,0,On loan to Puszcza Niepolomice,89,
699,Clément Lenglet,45,DEF,Aston Villa,337,293,110,1.09,0.52,0.0,a,280,2,36966,103.0,0,100.0,-0.5,0,276,,863,0.06,0.16,370,14,0,120,0,57,-0.1,0.1,363,2.11,0.04,Lenglet,2024-04-10T14:30:09.968083Z,345,0.2,1,0.81,23.45,0,0,0,100.0,-1,1153,3,85,,0.5,False,143,1.33,0,250.6,1.7,0.0,41.8,391,0,39.5,47782,1.83,5.3,140,24,0,207,27,,130,
765,Sam Proctor,40,GKP,Aston Villa,672,667,93,0.0,0.00,0.5,a,619,0,956,0.0,0,,0.0,0,84,,495,0.0,0.0,680,0,0,93,0,66,0.0,0.0,790,0.0,0.0,Proctor,,672,0.0,0,0.00,0.00,0,0,0,,0,0,0,64,,0.5,False,82,0.00,0,0.0,0.0,0.0,0.0,656,0,0.0,1593,0.0,0.0,80,0,0,0,0,,93,
767,Tommi O'Reilly,45,MID,Aston Villa,788,784,320,0.0,0.00,0.0,u,766,0,287,0.0,0,0.0,0.0,0,261,,686,0.0,0.0,789,0,0,321,0,282,0.0,0.0,465,0.0,0.0,O'Reilly,2024-02-17T19:39:26.883553Z,836,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,313,,0.0,False,354,0.00,0,0.0,0.0,0.0,0.0,780,0,0.0,308,0.0,0.0,320,0,0,0,0,On loan to Real Unión until the end of the season,323,
778,James Wright,40,GKP,Aston Villa,640,634,85,0.0,0.00,0.5,a,584,0,640,0.0,0,,0.0,0,76,,461,0.0,0.0,648,0,0,85,0,58,0.0,0.0,752,0.0,0.0,Wright,,696,0.0,0,0.00,0.00,0,0,0,,0,0,0,56,,0.5,False,84,0.00,0,0.0,0.0,0.0,0.0,623,0,0.0,1161,0.0,0.0,72,0,0,0,0,,85,
793,Kaine Kesler-Hayden,40,DEF,Aston Villa,635,629,230,0.0,0.00,1.0,a,579,0,1265,0.0,0,,0.5,0,82,,273,0.0,0.0,462,0,0,231,0,203,0.1,0.0,744,0.0,0.0,Kesler-Hayden,,628,0.0,0,0.00,0.11,0,0,0,,1,5,0,222,,0.7,False,232,0.00,0,0.0,1.0,0.0,0.0,618,0,0.0,2402,1.98,0.8,228,3,0,9,0,,162,
803,Morgan Rogers,50,MID,Aston Villa,315,340,143,1.13,0.33,0.0,i,223,2,4469,150.0,0,0.0,0.0,0,341,,807,0.19,0.28,129,8,0,149,0,122,0.0,0.24,201,1.84,0.05,Rogers,2024-05-05T21:30:10.808956Z,605,0.0,1,1.35,14.55,0,0,0,0.0,0,636,3,122,,0.0,False,218,1.68,0,177.8,3.2,0.0,118.4,281,0,44.5,6575,2.06,7.0,161,35,3,114,13,Knock - Expected back 01 Jun,57,
818,Joe Gauci,39,GKP,Aston Villa,582,576,60,0.0,0.00,0.5,a,521,0,345,0.0,0,,0.0,1,51,,394,0.0,0.0,591,0,0,60,0,90,0.0,0.0,840,0.0,0.0,Gauci,,779,0.0,0,0.00,0.00,0,-1,0,,0,0,0,29,,0.5,False,91,0.00,0,0.0,0.0,0.0,0.0,564,0,0.0,701,0.0,0.0,46,0,0,0,0,,60,
854,Finley Munroe,40,DEF,Aston Villa,551,658,249,0.0,0.00,1.0,a,609,0,84,0.0,0,,0.5,0,85,,276,0.0,0.0,464,0,0,194,0,228,0.1,0.0,779,0.0,0.0,Munroe,,776,0.0,0,0.00,0.00,0,0,0,,1,3,0,242,,0.5,False,269,0.00,0,0.0,1.0,0.0,1.0,498,0,0.1,365,0.0,0.2,184,1,0,3,0,,164,
865,Kadan Young,45,MID,Aston Villa,803,799,330,0.0,0.00,1.9,a,782,0,0,0.0,0,,0.0,0,273,,705,0.0,0.0,803,0,0,331,0,296,0.0,0.0,486,0.0,0.0,Young,,864,0.0,0,0.00,0.00,0,0,0,,0,0,0,324,,,False,373,0.00,0,0.0,0.0,0.0,0.0,795,0,0.0,0,0.0,0.0,330,0,0,0,0,,332,
866,Lander Emery,40,GKP,Aston Villa,683,678,95,0.0,0.00,2.2,a,632,0,0,0.0,0,,0.0,0,86,,507,0.0,0.0,692,0,0,95,0,68,0.0,0.0,803,0.0,0.0,Emery,,863,0.0,0,0.00,0.00,0,0,0,,0,0,0,66,,,False,100,0.00,0,0.0,0.0,0.0,0.0,668,0,0.0,0,0.0,0.0,82,0,0,0,0,,95,
62,Jaidon Anthony,49,MID,Bournemouth,495,498,222,1.19,0.02,0.0,u,432,0,12966,16.0,0,0.0,0.0,1,328,,789,0.04,0.0,523,2,0,224,0,163,0.0,0.05,257,2.98,0.01,Anthony,2023-09-03T20:09:06.556250Z,554,0.0,0,0.07,4.44,0,-1,0,0.0,0,151,1,212,,0.0,False,193,0.09,0,9.0,1.0,0.0,4.6,471,0,3.0,1618,2.65,0.6,226,3,0,4,5,Season-long loan to Leeds United,242,
63,Philip Billing,51,MID,Bournemouth,190,257,104,0.84,2.11,0.5,a,142,2,124311,267.0,0,100.0,0.5,4,151,1.0,326,0.16,0.13,298,13,0,97,0,99,0.1,0.3,162,2.34,0.14,Billing,2024-02-04T21:00:08.947509Z,315,0.3,3,2.53,29.25,3,-4,0,100.0,1,1385,3,92,,0.4,False,100,4.64,0,304.2,2.1,0.0,313.5,131,1,88.3,72693,1.9,11.8,91,60,2,228,36,,124,
64,David Brooks,47,MID,Bournemouth,366,406,172,0.66,0.47,0.0,u,263,0,16298,113.0,0,0.0,0.0,3,296,,745,0.81,0.0,353,2,0,164,0,198,0.0,0.97,306,2.32,0.16,Brooks,2024-02-01T07:18:01.865952Z,532,0.0,1,2.45,6.08,2,-3,0,0.0,0,271,1,140,,0.0,False,179,2.92,0,88.2,1.8,0.0,112.4,289,0,31.4,9628,2.02,4.9,163,23,1,71,7,Joined Southampton on loan until the end of the season,153,
65,Ryan Christie,50,MID,Bournemouth,50,87,33,1.08,5.37,2.5,a,112,8,27439,351.0,1,100.0,2.5,0,54,,118,0.08,0.25,244,35,0,35,0,108,0.5,0.25,181,1.73,0.17,Christie,2024-03-30T20:30:08.567391Z,460,0.1,5,2.49,48.61,5,0,0,100.0,2,2908,6,71,4.0,2.6,False,148,7.86,0,620.2,2.4,0.0,780.2,33,0,175.4,29917,1.5,18.0,27,90,0,433,56,,102,
66,Lewis Cook,48,MID,Bournemouth,105,129,55,1.03,2.92,2.0,a,322,8,30127,67.0,1,100.0,2.0,2,63,,140,0.01,0.26,259,32,0,68,0,179,0.4,0.1,277,1.65,0.09,L.Cook,2023-12-23T22:30:08.669674Z,491,0.1,3,0.42,50.30,5,-2,0,100.0,2,2787,5,163,2.0,2.4,False,164,3.34,0,520.2,2.3,0.0,681.9,43,1,127.2,31633,1.62,16.0,37,77,0,446,51,,108,
67,Siriki Dembélé,45,MID,Bournemouth,743,739,284,0.0,0.00,0.0,u,716,0,399,0.0,0,0.0,0.0,0,216,,628,0.0,0.0,749,0,0,285,0,231,0.0,0.0,395,0.0,0.0,Siriki,2023-07-17T06:20:36.127600Z,824,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,274,,0.0,False,344,0.00,0,0.0,0.0,0.0,0.0,734,0,0.0,0,0.0,0.0,284,0,0,0,0,Permanent Transfer to Birmingham,291,
68,Ryan Fredericks,43,DEF,Bournemouth,686,682,266,0.0,0.00,0.0,i,641,0,2621,0.0,0,0.0,0.0,2,220,,527,0.0,0.0,696,0,0,266,0,119,0.0,0.0,609,0.0,0.0,Fredericks,2023-08-06T23:30:05.414382Z,702,0.0,0,0.00,0.00,0,-2,0,0.0,0,0,0,264,,0.0,False,249,0.00,0,0.0,0.0,0.0,0.0,674,0,0.0,1010,0.0,0.0,265,0,0,0,0,Calf injury - Expected back 01 Jun,264,
69,James Hill,40,DEF,Bournemouth,489,467,173,1.22,0.01,0.0,a,578,0,24034,0.0,0,100.0,0.0,0,170,,454,0.0,0.0,461,1,0,174,0,202,0.0,0.01,743,1.22,0.01,Hill,2024-01-26T02:00:09.620549Z,404,0.1,0,0.00,1.34,0,0,0,100.0,0,74,0,221,,0.4,False,163,0.01,0,32.6,1.0,0.0,2.2,483,0,3.5,8931,1.63,1.2,177,5,0,22,1,,161,
70,Lloyd Kelly,45,DEF,Bournemouth,300,278,105,0.99,0.77,1.0,a,357,4,20376,48.0,0,100.0,1.0,0,68,,221,0.02,0.23,290,17,0,103,0,74,0.2,0.06,393,1.85,0.04,Kelly,2024-02-24T22:00:08.884613Z,414,0.1,1,0.34,25.04,5,0,0,100.0,1,1553,2,119,,1.8,False,166,1.11,0,279.0,2.1,0.0,141.8,252,0,46.9,25553,1.45,10.7,74,48,0,293,32,,96,
71,Gavin Kilkenny,43,MID,Bournemouth,694,690,256,0.0,0.00,0.0,u,653,0,12323,0.0,0,0.0,0.0,2,179,,551,0.0,0.0,704,0,0,257,0,364,0.0,0.0,649,0.0,0.0,Kilkenny,2024-02-04T18:43:28.161754Z,515,0.1,0,0.00,0.00,0,-2,0,0.0,0,0,0,243,,0.0,False,170,0.00,0,0.0,0.0,0.0,0.0,685,0,0.0,8269,0.0,0.0,258,0,0,0,0,Season-long loan to Fleetwood Town,266,
72,Justin Kluivert,46,MID,Bournemouth,106,212,89,1.23,1.68,2.0,a,48,11,218123,619.0,1,,2.0,4,62,4.0,136,0.27,0.52,139,26,0,69,0,218,0.4,0.35,337,1.08,0.08,Kluivert,,222,0.7,1,5.76,30.07,2,-4,0,,1,1910,5,28,,3.4,False,70,7.44,0,362.2,3.1,0.0,283.2,147,0,126.4,238223,1.42,21.7,99,100,7,229,23,,62,
73,Jamal Lowe,49,MID,Bournemouth,832,831,352,0.0,0.00,0.0,u,821,0,1293,0.0,0,0.0,0.0,1,318,,772,0.0,0.0,832,0,0,352,0,143,0.0,0.0,227,0.0,0.0,Lowe,2023-09-02T08:49:08.357551Z,727,0.0,0,0.00,0.00,0,-1,0,0.0,0,0,0,348,,0.0,False,282,0.00,0,0.0,0.0,0.0,0.0,828,0,0.0,81,0.0,0.0,351,0,0,0,0,Season-long loan to  Swansea City,352,
74,Emiliano Marcondes,43,MID,Bournemouth,687,683,253,0.0,0.00,0.0,u,644,0,10934,0.0,0,0.0,0.0,2,173,,533,0.0,0.0,697,0,0,254,0,356,0.0,0.0,620,0.0,0.0,Marcondes,2024-01-24T07:58:53.768805Z,602,0.0,0,0.00,0.00,0,-2,0,0.0,0,0,0,240,,0.0,False,215,0.00,0,0.0,0.0,0.0,0.0,677,0,0.0,9461,0.0,0.0,255,0,0,0,0,On loan to Hibernian until the end of the season,263,
75,Chris Mepham,43,DEF,Bournemouth,406,366,140,0.88,0.17,0.0,d,401,1,14672,27.0,0,50.0,0.0,2,233,,547,0.01,0.15,389,6,0,142,0,139,0.0,0.03,639,2.35,0.02,Mepham,2024-04-03T07:00:08.621178Z,505,0.1,1,0.09,10.34,0,-2,0,50.0,0,613,2,144,,0.0,False,197,0.26,0,142.6,1.6,0.0,40.0,394,0,21.0,10074,1.52,3.7,141,16,0,113,16,Illness - 50% chance of playing,135,
76,Kieffer Moore,46,FWD,Bournemouth,437,459,51,0.0,0.33,0.0,u,310,0,53942,81.0,0,0.0,0.0,4,89,,734,1.3,0.0,352,0,0,54,0,64,0.0,1.6,334,1.8,0.3,Moore,2024-02-04T18:58:33.142579Z,369,0.2,0,1.44,2.26,2,-4,0,0.0,0,100,0,54,,0.0,False,54,1.77,0,37.4,1.8,0.0,27.9,415,0,14.1,20322,2.03,3.0,56,14,1,38,2,Season-long loan to Ipswich Town,45,
77,Norberto Murara Neto,46,GKP,Bournemouth,193,29,11,1.0,0.01,1.0,a,807,7,843558,0.0,2,100.0,1.0,-1,20,,223,0.0,0.22,93,32,0,11,0,15,0.2,0.0,329,1.72,0.0,Neto,2023-10-27T13:30:07.907911Z,85,4.2,0,0.00,49.66,14,1,113,100.0,2,2880,5,87,,0.2,False,16,0.01,1,875.2,3.4,3.53,0.0,819,0,87.5,1168959,1.55,23.9,94,110,0,592,55,,15,
78,Dango Ouattara,47,MID,Bournemouth,191,262,107,0.89,1.10,1.5,a,121,5,7730,332.0,1,100.0,1.5,3,87,,179,0.2,0.37,335,12,0,98,0,210,0.3,0.28,325,1.78,0.08,O.Dango,2023-12-30T22:30:09.287875Z,627,0.0,2,2.65,21.13,3,-3,0,100.0,1,1214,3,79,,2.6,False,231,3.75,0,298.4,1.9,0.0,245.4,174,0,87.8,4387,1.57,11.9,114,56,1,207,24,,142,
79,Ben Pearson,45,MID,Bournemouth,733,729,280,0.0,0.00,0.0,u,703,0,112,0.0,0,0.0,0.0,0,212,,611,0.0,0.0,739,0,0,281,0,224,0.0,0.0,358,0.0,0.0,Pearson,2023-07-11T08:58:20.803049Z,853,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,270,,0.0,False,368,0.00,0,0.0,0.0,0.0,0.0,722,0,0.0,0,0.0,0.0,280,0,0,0,0,Permanent transfer to Stoke City,287,
80,Darren Randolph,39,GKP,Bournemouth,564,558,47,0.0,0.00,0.0,a,497,0,33844,0.0,0,100.0,0.0,1,35,,370,0.0,0.0,573,0,0,47,0,72,0.0,0.0,807,0.0,0.0,Randolph,2023-10-28T18:00:07.926322Z,278,0.4,0,0.00,0.00,0,-1,0,100.0,0,0,0,11,,0.0,False,37,0.00,0,0.0,0.0,0.0,0.0,541,0,0.0,10810,0.0,0.0,28,0,0,0,0,,47,
81,Joe Rothwell,48,MID,Bournemouth,450,449,195,0.71,0.22,0.0,u,459,0,2067,5.0,0,0.0,0.0,2,307,,758,0.01,0.0,441,3,0,200,0,180,0.0,0.06,278,2.84,0.05,Rothwell,2024-01-17T09:57:46.390612Z,669,0.0,0,0.06,11.24,0,-2,0,0.0,0,380,0,225,,0.0,False,255,0.28,0,45.8,1.2,0.0,63.9,355,0,11.6,836,2.66,2.7,188,13,0,54,12,On loan to Southampton until the end of the season,199,
82,Antoine Semenyo,45,FWD,Bournemouth,63,137,15,1.07,2.19,1.5,a,33,8,986464,748.0,1,100.0,1.5,0,28,,175,0.2,0.34,125,25,0,14,0,73,0.3,0.29,408,1.41,0.09,Semenyo,2024-04-28T22:00:08.900250Z,137,2.0,4,4.69,34.41,14,0,0,100.0,1,2099,6,16,,3.2,False,23,6.87,0,506.8,3.2,0.0,411.2,89,0,166.8,1059698,1.48,23.8,7,107,8,363,33,,22,
83,Marcos Senesi,44,DEF,Bournemouth,119,55,15,1.05,2.27,2.0,a,225,6,997376,147.0,3,100.0,2.0,1,40,,131,0.08,0.24,108,26,0,21,0,104,0.5,0.17,554,1.77,0.09,Senesi,2024-03-03T20:30:08.710919Z,121,2.4,5,1.98,40.83,13,-1,0,100.0,0,2239,13,57,,4.8,False,47,4.25,0,735.0,3.3,0.0,311.2,132,0,119.7,1218618,1.64,23.2,24,102,4,486,44,,21,
84,Adam Smith,44,DEF,Bournemouth,244,226,84,1.05,1.50,3.0,a,403,8,90390,27.0,1,100.0,3.0,1,29,,98,0.0,0.34,169,25,0,74,0,83,0.7,0.06,521,1.38,0.06,Smith,2024-01-22T01:00:09.769539Z,247,0.5,3,0.05,33.02,4,-1,0,100.0,0,2148,6,145,,3.8,False,98,1.55,0,336.4,2.9,0.0,296.5,137,0,66.1,134333,1.38,18.2,27,80,0,378,33,,42,
85,Dominic Solanke,69,FWD,Bournemouth,12,26,3,1.0,2.11,3.5,a,4,10,5413164,1348.0,2,100.0,3.5,-4,13,,90,0.53,0.27,25,37,0,4,1,14,0.5,0.59,32,1.65,0.06,Solanke,2024-02-28T00:30:09.999722Z,19,17.8,3,19.64,56.58,20,4,0,100.0,1,3325,3,3,,3.6,False,5,21.75,0,902.0,4.6,0.0,479.6,73,0,272.7,6904066,1.53,25.4,5,175,19,560,61,,5,1.0
86,Marcus Tavernier,50,MID,Bournemouth,71,156,71,1.06,4.24,1.0,a,75,8,352090,460.0,1,100.0,1.0,5,110,2.0,233,0.16,0.34,159,25,0,50,0,116,0.2,0.34,190,1.61,0.18,Tavernier,2024-04-06T20:30:08.596189Z,312,0.3,4,3.88,32.42,5,-5,0,100.0,1,2118,3,46,1.0,0.2,False,99,8.12,0,468.4,3.0,0.0,649.4,45,0,157.8,365046,1.38,17.8,39,89,3,324,38,,70,
87,Hamed Traorè,47,MID,Bournemouth,476,492,219,0.0,0.01,0.0,u,391,0,2234,30.0,0,0.0,0.0,3,300,,750,0.35,0.0,515,0,0,213,0,206,0.0,0.37,319,2.05,0.02,Hamed Traorè,2023-12-06T23:30:08.350358Z,684,0.0,0,0.17,0.84,0,-3,0,0.0,0,44,0,196,,0.0,False,263,0.18,0,12.8,1.0,0.0,14.8,440,0,5.7,619,1.72,0.6,214,3,0,10,1,On loan to Napoli until the end of the season,237,
88,Mark Travers,40,GKP,Bournemouth,464,398,33,1.0,0.00,0.5,a,554,2,16761,0.0,0,100.0,0.5,0,23,,271,0.0,0.5,20,4,0,33,0,45,0.1,0.0,712,1.25,0.0,Travers,2023-07-28T08:25:34.409705Z,299,0.3,0,0.00,6.96,2,0,13,100.0,0,360,0,43,,3.8,False,39,0.00,0,92.6,4.8,3.25,0.0,594,0,9.3,29962,1.74,4.8,59,19,0,79,5,,1,
89,Illia Zabarnyi,44,DEF,Bournemouth,181,63,19,1.0,0.55,1.0,a,257,8,414808,117.0,0,,1.0,1,66,,216,0.03,0.22,252,37,0,49,0,112,0.2,0.04,580,1.81,0.01,Zabarnyi,,144,1.9,0,1.13,58.38,3,-1,0,,1,3330,5,75,,1.8,False,60,1.68,0,686.0,2.3,0.0,111.1,291,0,91.5,606573,1.58,19.1,90,84,1,583,67,,76,
595,Milos Kerkez,44,DEF,Bournemouth,240,254,97,1.01,1.06,0.0,a,221,6,168732,150.0,0,100.0,0.0,1,245,,599,0.06,0.27,286,22,1,72,0,116,0.0,0.11,601,1.69,0.05,Kerkez,2024-04-24T22:30:09.672672Z,293,0.3,2,1.32,36.85,1,-1,0,100.0,0,1966,4,56,,1.4,False,119,2.38,0,310.0,2.1,0.0,216.5,186,1,67.7,172228,1.69,13.4,40,59,0,290,37,,93,
607,Ionuț Radu,43,GKP,Bournemouth,491,465,37,1.0,0.00,0.0,a,648,0,11518,0.0,0,,0.0,2,90,,544,0.0,0.0,473,2,0,37,0,31,0.0,0.0,635,3.5,0.0,Radu,,421,0.1,0,0.00,2.76,0,-2,5,,0,180,0,73,,0.0,False,60,0.00,0,33.0,1.0,2.5,0.0,681,0,3.3,7226,1.38,0.5,88,2,0,31,7,,40,
619,Ben Greenwood,40,DEF,Bournemouth,637,631,231,0.0,0.00,0.0,u,581,0,20687,0.0,0,0.0,0.0,0,172,,457,0.0,0.0,645,0,0,232,0,205,0.0,0.0,747,0.0,0.0,Greenwood,2024-02-04T18:34:01.223064Z,388,0.1,0,0.00,0.00,0,0,0,0.0,0,0,0,223,,0.0,False,157,0.00,0,0.0,0.0,0.0,0.0,620,0,0.0,14881,0.0,0.0,229,0,0,0,0,Season-long loan to Eastleigh,228,
643,Max Aarons,44,DEF,Bournemouth,364,338,129,0.95,0.89,0.5,a,404,2,33678,27.0,0,100.0,0.5,1,96,,290,0.0,0.15,414,13,0,132,0,108,0.1,0.06,562,2.55,0.06,Aarons,2024-01-22T01:00:10.889125Z,395,0.1,1,0.04,26.75,0,-1,0,100.0,1,1233,1,146,,0.4,False,162,0.93,0,179.6,1.4,0.0,114.0,286,0,31.8,30626,1.95,6.4,88,28,0,199,35,,144,
